reference_id,target,booking_source,car_price,payment_mode_percent,token_type,emirates_of_registration,customer_nationality,test_drive_type,customer_age,customer_salary_bank,customer_salary,existing_emi,car_type,odo,model_year,car_age,loan_tenure,car_emi,new_emi,dbr,country_code_column,api_1_data_phone_basic_phoneValid,api_1_data_phone_basic_phoneDisposable,api_1_data_phone_basic_ported,api_1_data_phone_basic_portedHistory_changeInCarrierRegion,api_1_data_phone_social_profiles_emailProvider_google_registered,api_1_data_phone_social_profiles_ecommerce_amazon_registered,api_1_data_phone_social_profiles_socialMedia_facebook_registered,api_1_data_phone_social_profiles_socialMedia_twitter_registered,api_1_data_phone_social_profiles_socialMedia_instagram_registered,api_1_data_phone_social_profiles_professional_microsoft_registered,api_1_data_phone_social_profiles_professional_linkedin_registered,api_1_data_phone_social_profiles_messaging_telegram_registered,api_1_data_phone_social_profiles_messaging_telegram_privacyStatus,api_1_data_phone_social_profiles_messaging_whatsapp_registered,api_1_data_phone_social_profiles_messaging_whatsapp_privacyStatus,api_1_data_phone_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_consumerElectronics_apple_registered,api_1_data_email_social_profiles_emailProvider_google_registered,api_1_data_email_social_profiles_emailProvider_yahoo_registered,api_1_data_email_social_profiles_ecommerce_amazon_registered,api_1_data_email_social_profiles_ecommerce_ebay_registered,api_1_data_email_social_profiles_socialMedia_facebook_registered,api_1_data_email_social_profiles_socialMedia_instagram_registered,api_1_data_email_social_profiles_socialMedia_pinterest_registered,api_1_data_email_social_profiles_socialMedia_twitter_registered,api_1_data_email_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_professional_wordpress_registered,api_1_data_email_social_profiles_professional_linkedin_registered,api_1_data_email_social_profiles_professional_microsoft_registered,api_1_data_email_social_profiles_professional_hubspot_registered,api_1_data_email_social_profiles_entertainment_spotify_registered,api_1_data_email_social_profiles_entertainment_disneyplus_registered,api_1_data_email_social_profiles_financial_paypal_registered,api_1_data_email_basic_deliverable,api_1_data_email_basic_domainDetails_registered,api_1_data_email_basic_domainDetails_disposable,api_1_data_email_basic_domainDetails_freeProvider,api_1_data_email_basic_domainDetails_websiteExists,api_1_data_email_basic_domainDetails_acceptAll,api_1_data_email_basic_breach_isBreached,api_1_Eng_originalCarrier,api_1_Eng_currentCarrier,api_1_Eng_consumer_segment,api_1_data_phone_basic_portedHistory_numberOfPorts,api_1_data_phone_social_summary_registeredProfiles,api_1_data_phone_social_summary_registeredEmailProviderProfiles,api_1_data_phone_social_summary_registeredEcommerceProfiles,api_1_data_phone_social_summary_registeredSocialMediaProfiles,api_1_data_phone_social_summary_registeredProfessionalProfiles,api_1_data_phone_social_summary_registeredMessagingProfiles,api_1_data_phone_social_summary_numberOfPhotosReturned,api_1_data_email_social_summary_registeredProfiles,api_1_data_email_social_summary_registeredConsumerElectronicsProfiles,api_1_data_email_social_summary_registeredEmailProviderProfiles,api_1_data_email_social_summary_registeredEcommerceProfiles,api_1_data_email_social_summary_registeredSocialMediaProfiles,api_1_data_email_social_summary_registeredMessagingProfiles,api_1_data_email_social_summary_registeredProfessionalProfiles,api_1_data_email_social_summary_registeredEntertainmentProfiles,api_1_data_email_social_summary_registeredFinancialProfiles,api_1_data_email_social_summary_numberOfNamesReturned,api_1_data_email_basic_breach_noOfBreaches,api_1_data_email_basic_emailTenure,api_1_Eng_data_email_basic_breach_lastBreach_delta,api_1_Eng_platform_availability,api_1_Eng_data_phone_social_profiles_messaging_whatsapp_photo_availability,api_1_Eng_frequent_user,api_1_Eng_registeredEcommerceProfiles_comparison,api_1_Eng_registeredEmailProviderProfiles_comparison,api_1_Eng_registeredMessagingProfiles_comparison,api_1_Eng_registeredProfessionalProfiles_comparison,api_1_Eng_available_top3_segments,name_available,name_similarity_match_with_email_before_domain,location_present,location,photo_present,employement_history_count,recent_employer_name,education_history_count,designation_present,current_designation,number_of_designation,designation_changed,no_of_different_employer,work_experiance,joining_date_present_of_employemnt,exit_date_present_of_previous_employment,difference_between_no_joining_vs_no_exist,employer_logo_present,no_of_employer_logo_present,no_of_employement_linkedin_url_present,field_of_study_present,field_of_degree_present,field_of_school_present,first_education_completed_year_ago,current_exp_in_recent_company,total_time_spent_on_study,list_of_degree_name
EFQEEU,0,MobileApp,129999,100% - financing,EX_TOKEN,ABU_DHABI,Brazil,HOME,36,ADCB,27000.0,1.0,PRIME,21178,2023,0,5,2036.651,2037.651,7.546855556,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,,,True,PUBLIC,False,False,True,,True,False,False,False,False,True,False,False,,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
R8WNOL,1,mSite,58999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,47,Others,10000.0,1.0,PRIME,79367,2020,3,5,924.3176667,925.3176667,9.253176667,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,False,,,,True,PUBLIC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,True,True,False,False,DU,DU,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
XR9V0W,1,MobileApp,66999,100% - financing,NEX_TOKEN,DUBAI,Pakistan,HOME,29,DIB,5127.0,893.0,LITE,149999,2018,5,5,1049.651,1942.651,37.89059879,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,False,,,,True,PRIVATE,False,True,True,False,True,True,False,False,,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,1.0,2.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,5.69,72.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.62,True,United Arab Emirates,True,5.0,dnata,1.0,True,Customer Service Team Lead,5.0,True,4.0,4.66,True,True,3.0,True,4.0,5.0,True,True,True,6.0,0.73,3,"['Bachelor of Business Administration - BBA, International Business/Trade/Commerce']"
G5LZ4T,1,mSite,64999,100% - financing,NEX_TOKEN,ABU_DHABI,Philippines,HOME,51,ADCB,21000.0,0.0,PRIME,124077,2016,7,4,1234.981,1234.981,5.880861905,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,True,,True,PUBLIC,True,PUBLIC,False,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,8.0,1.0,1.0,3.0,1.0,2.0,2.0,12.0,1.0,2.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,16.0,12.26,1218.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,,True,0.77,True,"qatar, asia",False,1.0,ceg international,0.0,False,,,False,1.0,,False,False,,False,,,False,False,False,,,0,[]
7G4CWX,0,MobileApp,70690,100% - financing,EX_TOKEN,DUBAI,Pakistan,HUB,43,Others,20000.0,1.0,PRIME,106508,2019,4,5,1107.476667,1108.476667,5.542383333,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,False,,,,True,PRIVATE,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,4.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
5MGV7X,0,MobileApp,33799,80% - financing,NEX_TOKEN,DUBAI,India,HUB,36,Others,7550.0,0.0,PRIME,121370,2021,2,5,529.5176667,529.5176667,7.013479029,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,,,True,PRIVATE,False,True,True,False,True,False,True,,True,False,True,,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,10.0,7.8,164.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.84,True,"united arab emirates, asia",False,3.0,orient links co llc,2.0,False,,,False,3.0,15.07,True,True,1.0,False,,,False,False,True,15.0,9.24,3,[]
799ZR8,0,MobileApp,155999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,37,Others,46000.0,10000.0,PRIME,76062,2022,1,5,2443.984333,12443.98433,27.05213986,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,False,,False,,True,PUBLIC,False,True,True,True,True,False,,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,2.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,14.0,12.42,604.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
CMC1H7,0,mSite,69999,80% - financing,EX_TOKEN,DUBAI,Spain,HOME,34,ENBD,21000.0,1.0,PRIME,69729,2022,1,5,1096.651,1097.651,5.226909524,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,,False,,False,,True,PUBLIC,False,True,True,False,True,True,False,,True,False,True,False,True,True,,True,False,False,True,True,False,True,True,False,True,DU,DU,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.22,810.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
S730NY,0,MobileApp,119111,80% - financing,NEX_TOKEN,ABU_DHABI,United Kingdom,HOME,44,Others,36000.0,7600.0,PRIME,38221,2020,3,5,1866.072333,9466.072333,26.29464537,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,False,False,,False,,True,PUBLIC,False,True,True,True,True,False,True,,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,15.0,9.91,72.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.98,True,"united states, north america",False,0.0,,0.0,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
8DKDQK,0,MobileApp,139999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,47,ENBD,22776.0,3600.0,PRIME,87304,2019,4,5,2193.317667,5793.317667,25.43606282,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,False,,,,True,PUBLIC,False,True,True,False,True,False,True,,True,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,2.0,0.0,1.0,1.0,12.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,7.24,1310.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
ZJAQPY,0,MobileApp,63999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,32,DIB,4600.0,1.0,PRIME,38387,2022,1,5,1002.651,1003.651,21.8185,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,True,PRIVATE,True,PRIVATE,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,5.69,1233.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
EJ6WR9,0,MobileApp,49999,80% - financing,NEX_TOKEN,DUBAI,Egypt,HOME,32,ENBD,5500.0,750.0,PRIME,78615,2019,4,5,783.3176667,1533.317667,27.87850303,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,True,PRIVATE,True,PRIVATE,False,False,True,,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,5.69,2077.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
RPN2WH,1,MobileApp,40499,100% - financing,NEX_TOKEN,DUBAI,United Arab Emirates,HOME,43,ENBD,19250.0,1.0,PRIME,77640,2022,1,5,634.4843333,635.4843333,3.301217316,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,,True,,False,,True,PUBLIC,False,False,False,True,False,False,False,,False,False,False,False,,True,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,2.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
HRGMDI,0,mSite,137999,100% - financing,NEX_TOKEN,ABU_DHABI,India,HUB,44,ADCB,28800.0,9400.0,PRIME,112843,2019,4,5,2161.984333,11561.98433,40.14577894,AE,True,False,False,NOT_SUPPORTED,False,False,True,,False,False,,False,,True,PUBLIC,False,True,True,True,True,False,True,,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,10.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,8.65,810.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.65,True,United Arab Emirates,True,2.0,WESTERN BAINOONA GROUP,1.0,True,Project Engineer,2.0,True,2.0,21.37,True,True,1.0,True,2.0,2.0,False,False,True,31.0,15.33,2,[]
L70UAJ,0,MobileApp,34999,100% - financing,NEX_TOKEN,DUBAI,Nepal,HUB,39,ENBD,7000.0,250.0,PRIME,69091,2021,2,5,548.3176667,798.3176667,11.4045381,AE,True,False,False,NOT_SUPPORTED,False,False,True,True,True,True,,False,,True,PUBLIC,False,False,True,False,False,False,False,,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
92KJRM,0,CC,35999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,34,ENBD,4192.0,0.0,PRIME,124219,2016,7,4,683.981,683.981,16.31634065,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,True,,True,PRIVATE,True,PUBLIC,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,DU,,,8.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
E71UW0,0,MobileApp,184995,80% - financing,NEX_TOKEN,DUBAI,India,HUB,31,ENBD,29000.0,700.0,PRIME,36709,2022,1,5,2898.255,3598.255,12.40777586,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,,False,,,,True,PUBLIC,False,,True,True,True,False,True,,False,True,True,,True,True,False,True,False,True,True,True,False,True,True,False,True,ETISALAT,,,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,8.0,5.59,810.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.95,True,"united arab emirates, asia",False,5.0,e& uae,2.0,False,,,False,5.0,9.23,True,True,1.0,False,,,False,False,True,14.0,2.65,6,[]
95VUK2,0,MobileApp,44995,100% - financing,NEX_TOKEN,DUBAI,India,HUB,35,ENBD,4150.0,850.0,PRIME,87067,2020,3,5,704.9216667,1554.921667,37.46799197,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,True,,True,PRIVATE,True,PRIVATE,False,True,True,False,False,False,True,,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,6.0,1.0,0.0,2.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.81,True,"Dubai, United Arab Emirates",True,3.0,Bab Al Shams Desert Resort & Spa,1.0,True,Food And Beverage Supervisor,3.0,True,3.0,6.09,True,True,1.0,True,2.0,3.0,False,False,True,,3.06,0,
M9O5AI,0,MobileApp,37999,80% - financing,NEX_TOKEN,ABU_DHABI,India,HUB,39,ADCB,7200.0,1.0,PRIME,133145,2016,7,4,721.981,722.981,10.04140278,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,True,,,,True,PUBLIC,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,5.69,2077.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
6SW7DS,1,mSite,56999,100% - financing,NEX_TOKEN,AJMAN,Ethiopia,HUB,30,Others,10000.0,1300.0,PRIME,100845,2020,3,5,892.9843333,2192.984333,21.92984333,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,True,False,,,,True,PUBLIC,False,False,True,False,False,False,True,,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,4.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
NQNCOK,0,MobileApp,119111,80% - financing,EX_TOKEN,DUBAI,Egypt,HOME,33,ENBD,15300.0,1.0,PRIME,96735,2019,4,5,1866.072333,1867.072333,12.20308715,AE,True,False,False,NOT_SUPPORTED,True,False,False,,,True,,False,,True,PUBLIC,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,True,False,True,ETISALAT,,,,3.0,1.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.86,1410.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
G9L8ZC,0,MobileApp,59999,100% - financing,EX_TOKEN,DUBAI,Ireland,HOME,37,ENBD,33000.0,3900.0,PRIME,44541,2022,1,5,939.9843333,4839.984333,14.66661919,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,False,,False,,True,PUBLIC,False,True,True,False,True,False,,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,7.82,33.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
9DYPO0,1,MobileApp,26995,80% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,33,Others,3500.0,1.0,LITE,160954,2015,8,3,662.8772222,663.8772222,18.96792064,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,False,,True,PRIVATE,True,PRIVATE,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
5BNB01,0,CC,42999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,32,DIB,4500.0,1.0,PRIME,69641,2020,3,5,673.651,674.651,14.99224444,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,False,,True,PRIVATE,True,PUBLIC,False,True,True,False,True,False,True,True,False,True,False,False,,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,0.0,2.0,1.0,9.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.21,1173.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
BZRQEP,0,WebApp,57999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,38,ENBD,20000.0,0.0,PRIME,78564,2020,3,5,908.651,908.651,4.543255,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,,False,,True,PRIVATE,True,PRIVATE,False,False,False,False,False,False,False,,False,False,False,False,,False,False,False,False,False,,True,False,,True,,False,DU,DU,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
UT1YGV,1,MobileApp,32999,100% - financing,NEX_TOKEN,ABU_DHABI,Colombia,HUB,52,Others,48500.0,14000.0,PRIME,56302,2020,3,5,516.9843333,14516.98433,29.93192646,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,,True,,,,True,PRIVATE,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,6.0,1.0,1.0,2.0,1.0,1.0,0.0,15.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,3.0,12.1,1241.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
QKHIVH,0,MobileApp,30999,100% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,43,EIB,13000.0,3150.0,PRIME,83450,2020,3,5,485.651,3635.651,27.96654615,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,,,True,PRIVATE,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,,,9.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
E83B8F,1,WebApp,79999,100% - financing,NEX_TOKEN,SHARJAH,Egypt,HUB,31,Others,15000.0,5000.0,PRIME,80793,2018,5,5,1253.317667,6253.317667,41.68878444,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,True,,True,PRIVATE,True,PUBLIC,True,True,True,False,True,False,True,,False,True,False,False,,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,9.0,1.0,1.0,3.0,1.0,3.0,1.0,10.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.22,810.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
6YVMKB,0,MobileApp,74999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,28,ENBD,6000.0,1.0,PRIME,78283,2018,5,5,1174.984333,1175.984333,19.59973889,AE,True,False,False,NOT_SUPPORTED,True,False,False,False,True,True,,,,True,PUBLIC,False,True,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,5.69,1410.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
VF9DQI,0,CC,119999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,32,DIB,19000.0,6335.0,PRIME,70102,2020,3,5,1879.984333,8214.984333,43.23675965,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,False,,True,PRIVATE,False,True,True,True,True,False,False,,True,True,True,False,,False,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,7.23,72.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
O91B9M,0,WebApp,39999,100% - financing,NEX_TOKEN,ABU_DHABI,Australia,HOME,28,ADCB,14000.0,3000.0,PRIME,50628,2017,6,5,626.651,3626.651,25.90465,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,,,True,PUBLIC,False,False,True,True,False,False,False,,False,True,False,False,,False,False,False,False,False,True,True,False,False,False,False,False,ETISALAT,,,,3.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
YSH5RA,1,MobileApp,39999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,35,ENBD,8000.0,1.0,PRIME,60630,2021,2,5,626.651,627.651,7.8456375,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,,False,,False,,True,PUBLIC,False,False,True,False,True,False,False,False,True,False,True,False,,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.6,1410.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
YZVQYI,1,MobileApp,29499,100% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,36,ADCB,4000.0,1.0,PRIME,97182,2019,4,5,462.151,463.151,11.578775,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,,False,,,,True,PUBLIC,False,,True,False,True,True,True,True,True,True,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,1.0,2.0,0.0,1.0,1.0,11.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0,9.0,6.21,21.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
